epoch,train_loss,val_mean_error,val_median_error,val_rmse,val_mae,val_fps,val_inference_time,learning_rate,delta_0.05,delta_0.10,delta_0.15
35,0.034938071854412556,0.12821776,0.08132018,1.5276955,1.141511,5.9458207992021554,0.16818535804748536,9.221639627510079e-05,0.34,0.54,0.7
36,0.029108285903930664,0.123954974,0.090667374,1.4858477,1.1314296,5.942931307725605,0.1682671308517456,9.179036806841354e-05,0.36,0.5,0.74
37,0.03052923921495676,0.13011853,0.0964053,1.5744917,1.266526,5.926719070477459,0.1687274169921875,9.135402871372811e-05,0.18,0.52,0.68
38,0.02654686849564314,0.13823548,0.0930792,1.6299796,1.221697,5.928592913569246,0.16867408752441407,9.09074858712512e-05,0.34,0.56,0.68
39,0.02840761560946703,0.13204421,0.08551782,1.5784303,1.1790608,5.938925481289251,0.16838062763214112,9.04508497187474e-05,0.36,0.56,0.66
40,0.024651873856782913,0.12493064,0.092602044,1.5240691,1.1828027,5.936336401756167,0.168454065322876,8.998423292435457e-05,0.28,0.54,0.74
41,0.02979336865246296,0.14286533,0.09737325,1.6800605,1.262825,5.932948676782408,0.1685502529144287,8.950775061878454e-05,0.3,0.5,0.68
42,0.02971090842038393,0.13655269,0.08762369,1.6170459,1.2143782,5.934801604934771,0.16849762916564942,8.902152036691652e-05,0.32,0.56,0.7
43,0.030122706666588783,0.12337116,0.09560297,1.5250994,1.1772699,5.927621664590689,0.1687017250061035,8.85256621387895e-05,0.28,0.54,0.72
44,0.02741694450378418,0.1465954,0.10060416,1.7034227,1.2961447,5.926304552278666,0.16873921871185302,8.80202982800016e-05,0.26,0.48,0.68
45,0.029426060616970062,0.14257719,0.09320645,1.6609638,1.2668132,5.930292862277305,0.16862573623657226,8.750555348152302e-05,0.3,0.54,0.68
46,0.023718212731182575,0.12354147,0.089340955,1.5469714,1.1936244,5.920631402418565,0.16890090465545654,8.698155474893052e-05,0.28,0.54,0.72
47,0.031053803861141205,0.12790647,0.08158584,1.5388706,1.1613139,5.92886007960098,0.1686664867401123,8.644843137107061e-05,0.34,0.58,0.68
48,0.025656268931925297,0.14672306,0.10097723,1.7147651,1.3126227,5.929775397971627,0.1686404514312744,8.590631488815948e-05,0.32,0.5,0.7
49,0.027909032069146633,0.12349308,0.09441291,1.5466685,1.1635544,5.93888276274586,0.16838183879852295,8.53553390593274e-05,0.36,0.52,0.76
50,0.024751593358814716,0.13323751,0.07945016,1.614706,1.2209867,5.934115604548752,0.168517107963562,8.479563982961574e-05,0.26,0.54,0.7
51,0.027440118603408337,0.13571975,0.08163037,1.6571823,1.2483525,5.929794009023548,0.1686399221420288,8.422735529643446e-05,0.3,0.54,0.68
52,0.021670471876859665,0.12682465,0.09166377,1.613948,1.2038952,5.934222230673466,0.16851408004760743,8.365062567548869e-05,0.32,0.54,0.7
53,0.027083839289844036,0.12867118,0.09129919,1.6214135,1.2139839,5.940075076313953,0.1683480405807495,8.306559326618262e-05,0.32,0.62,0.7
54,0.026117057539522648,0.15379843,0.11803001,1.8371545,1.4103844,5.93390286749432,0.16852314949035643,8.24724024165092e-05,0.28,0.42,0.64
55,0.02251085266470909,0.12568162,0.10410817,1.6678272,1.228638,5.927957108332192,0.1686921787261963,8.187119948743451e-05,0.36,0.5,0.78
56,0.02727128192782402,0.124035634,0.08787518,1.6417174,1.1932952,5.926136751702496,0.16874399662017822,8.126213281678529e-05,0.38,0.58,0.72
57,0.023559020832180977,0.17458037,0.14529967,1.9918718,1.6165988,5.926591945398595,0.16873103618621826,8.064535268264886e-05,0.22,0.32,0.52
58,0.029036330990493298,0.12261039,0.082868874,1.614424,1.1816337,5.931789254645361,0.16858319759368898,8.002101126629424e-05,0.32,0.56,0.74
59,0.02530103549361229,0.12594262,0.07973485,1.6095735,1.1950831,5.952272760428821,0.16800305366516113,7.93892626146237e-05,0.26,0.62,0.7
60,0.028029559180140495,0.19514185,0.16383135,2.1648448,1.8150476,5.981658148341786,0.16717772483825682,7.875026260216396e-05,0.12,0.28,0.46
61,0.027182013727724552,0.12682028,0.07311338,1.5993693,1.1995968,6.020568411279116,0.1660972738265991,7.810416889260657e-05,0.24,0.6,0.68
62,0.024189955554902554,0.12365862,0.093606114,1.6187176,1.2054867,5.966444609816119,0.1676040029525757,7.745114089990662e-05,0.3,0.52,0.76
63,0.024037604220211506,0.15718293,0.12455738,1.8637912,1.4511213,6.066908785415943,0.16482858657836913,7.679133974894986e-05,0.28,0.44,0.62
64,0.02364408317953348,0.12626518,0.08080171,1.6154468,1.196582,6.085561023103375,0.1643233871459961,7.612492823579748e-05,0.32,0.62,0.68
65,0.020937378518283367,0.13323568,0.08123149,1.6680701,1.2498112,5.93005289919406,0.16863255977630615,7.54520707875186e-05,0.26,0.58,0.68
66,0.019960541278123856,0.124346554,0.0850822,1.6011459,1.1811328,5.928497048065573,0.16867681503295898,7.477293342162041e-05,0.34,0.62,0.7
67,0.022175723686814308,0.15417379,0.12337364,1.8199896,1.427468,5.928776440970615,0.16866886615753174,7.408768370508579e-05,0.26,0.44,0.64
68,0.019061357714235783,0.12907581,0.08299141,1.6149389,1.2086365,5.928156013234575,0.16868651866912843,7.339649071302871e-05,0.3,0.54,0.68
69,0.01999844703823328,0.12291011,0.07348035,1.5719566,1.1674248,5.933315275331991,0.16853983879089354,7.269952498697738e-05,0.3,0.6,0.7
70,0.021482858806848526,0.15399419,0.12561691,1.8116875,1.4354192,5.936467474167765,0.16845034599304198,7.199695849279579e-05,0.24,0.38,0.6
71,0.01975302118808031,0.11997713,0.0786472,1.5610474,1.1499815,5.9483668690165565,0.16811336994171142,7.128896457825367e-05,0.28,0.64,0.72
72,0.020940805785357952,0.14669596,0.11718722,1.7556342,1.372347,5.931629867441217,0.1685877275466919,7.057571793025548e-05,0.26,0.4,0.64
73,0.02005824912339449,0.1267712,0.08885735,1.6014408,1.2040659,5.932884224577312,0.16855208396911622,6.985739453173907e-05,0.3,0.58,0.7
74,0.019538559950888157,0.15966621,0.13416629,1.8572618,1.5025324,5.929686200677819,0.16864298820495605,6.913417161825454e-05,0.26,0.38,0.58
75,0.02005923166871071,0.13174492,0.095118776,1.650555,1.2491084,5.93263834556282,0.16855906963348388,6.840622763423395e-05,0.34,0.52,0.64
76,0.023564521223306656,0.12707192,0.08736931,1.6275804,1.2155435,5.9320808715119835,0.1685749101638794,6.76737421889629e-05,0.3,0.56,0.68
77,0.01913091167807579,0.1556973,0.12910432,1.8533393,1.4664552,5.936292208132437,0.16845531940460204,6.693689601226463e-05,0.26,0.42,0.6
78,0.018906278535723686,0.13129485,0.08626674,1.6609439,1.2511754,5.936556035342849,0.16844783306121827,6.619587090990752e-05,0.26,0.56,0.66
79,0.024730688892304897,0.123842865,0.088497564,1.6400003,1.2129018,5.932920814459413,0.16855104446411132,6.545084971874741e-05,0.32,0.52,0.76
80,0.02192043885588646,0.13693857,0.09435177,1.6998508,1.3012067,5.944556079859336,0.1682211399078369,6.470201626161524e-05,0.28,0.52,0.62
81,0.017210273072123528,0.1410851,0.10680321,1.7361752,1.3346016,5.929595832472021,0.16864555835723877,6.394955530196151e-05,0.32,0.46,0.6
82,0.01736398972570896,0.15017743,0.119356565,1.8136723,1.416766,5.932636331620914,0.16855912685394286,6.319365249826868e-05,0.28,0.42,0.6
83,0.016589759849011898,0.1278573,0.091774,1.6338047,1.2277392,5.936139299910715,0.1684596586227417,6.243449435824277e-05,0.34,0.56,0.64
84,0.014715032186359167,0.16333824,0.13009071,1.9208643,1.5450057,5.932081542700099,0.16857489109039306,6.167226819279531e-05,0.24,0.4,0.56
85,0.01981053175404668,0.13967727,0.11138447,1.73937,1.3239664,5.934120809829655,0.16851696014404297,6.0907162069827175e-05,0.34,0.48,0.64
86,0.016314455308020115,0.1310352,0.109978124,1.668609,1.25452,5.9345787423742165,0.16850395679473876,6.0139364767825674e-05,0.34,0.48,0.66
87,0.018738562241196632,0.16870621,0.13288352,1.9619678,1.6032813,5.929885892325318,0.16863730907440186,5.9369065729286285e-05,0.18,0.4,0.56
88,0.016076482832431793,0.12570742,0.08923391,1.6363808,1.2380266,5.929219132353197,0.1686562728881836,5.859645501397051e-05,0.22,0.56,0.74
89,0.025690095499157906,0.12602307,0.0902483,1.6363255,1.2417258,5.930639677622821,0.16861587524414062,5.7821723252011586e-05,0.18,0.56,0.72
90,0.017699783202260733,0.17577448,0.13230425,2.0312376,1.6747018,5.922872058827226,0.16883700847625732,5.704506159687918e-05,0.18,0.38,0.52
91,0.01972018089145422,0.1646512,0.13419518,1.932568,1.5664097,5.94223787046084,0.1682867670059204,5.6266661678215264e-05,0.22,0.44,0.58
92,0.015329007524996996,0.12578915,0.09753385,1.6278523,1.2274572,5.9283142082968165,0.168682017326355,5.548671555455231e-05,0.3,0.56,0.66
93,0.019538083113729954,0.12753649,0.10356988,1.6402459,1.240163,5.928090659688177,0.1686883783340454,5.470541566592576e-05,0.34,0.5,0.66
94,0.017890192568302155,0.17021778,0.13068885,1.9867784,1.6235176,5.926644704156671,0.1687295341491699,5.392295478639229e-05,0.18,0.4,0.56
95,0.018246703781187534,0.13429047,0.10656746,1.7192062,1.2876021,5.938858208270714,0.16838253498077393,5.313952597646572e-05,0.34,0.5,0.62
96,0.021426101215183735,0.12746535,0.105453625,1.647808,1.2387795,5.935750847637093,0.16847068309783936,5.235532253548217e-05,0.32,0.46,0.7
97,0.016322024632245302,0.16665752,0.12703198,1.9577262,1.5880014,5.9322268585031095,0.16857076168060303,5.1570537953906453e-05,0.22,0.44,0.56
98,0.019617983605712652,0.1394247,0.108370885,1.7482365,1.3300377,5.92989746177501,0.1686369800567627,5.0785365865591074e-05,0.32,0.46,0.58
99,0.013529036194086075,0.12598053,0.086607695,1.644921,1.2420014,5.942543313169538,0.1682781171798706,5.0000000000000036e-05,0.24,0.56,0.72
100,0.01970488904044032,0.13272601,0.098309994,1.6825979,1.2770455,5.932782345953119,0.1685549783706665,4.921463413440901e-05,0.32,0.5,0.66
101,0.0175031004473567,0.17065394,0.13942242,1.9918302,1.6261586,5.939639173672261,0.16836039543151857,4.842946204609362e-05,0.22,0.36,0.54
102,0.01776249473914504,0.1368814,0.104944274,1.7255958,1.3146317,5.930170782195326,0.168629207611084,4.76446774645179e-05,0.32,0.46,0.6
103,0.014957537408918142,0.12819298,0.09585741,1.7059683,1.2826077,5.94168869139471,0.168302321434021,4.686047402353436e-05,0.2,0.54,0.74
104,0.022770742885768414,0.12835495,0.11477973,1.6419781,1.2412219,5.933765528390543,0.16852705001831056,4.6077045213607793e-05,0.34,0.46,0.68
105,0.014897799119353294,0.1985052,0.17624202,2.216478,1.9000679,5.932658485057079,0.16855849742889403,4.5294584334074315e-05,0.08,0.32,0.46
106,0.02362077310681343,0.16943832,0.12800825,1.9619732,1.6210687,5.932680806489639,0.16855786323547364,4.451328444544777e-05,0.14,0.4,0.56
107,0.015856333076953888,0.12845352,0.113120034,1.6563803,1.2532108,5.933469213227797,0.16853546619415283,4.373333832178482e-05,0.32,0.46,0.64
108,0.013594990130513906,0.1437037,0.121179536,1.7699444,1.3815558,5.936821230526932,0.1684403085708618,4.295493840312091e-05,0.28,0.44,0.56
109,0.012832270469516516,0.15029104,0.13371749,1.8129828,1.445526,5.939224864704097,0.16837213993072508,4.2178276747988494e-05,0.26,0.42,0.58
110,0.01571454433724284,0.12978686,0.102805555,1.662486,1.2664027,5.929674464391564,0.1686433219909668,4.1403544986029554e-05,0.28,0.48,0.66
111,0.01354966452345252,0.14736234,0.12796497,1.7979413,1.4240994,5.933423215680598,0.1685367727279663,4.063093427071381e-05,0.22,0.44,0.56
112,0.014514219481498003,0.15288858,0.13832217,1.8497168,1.476261,5.9371740205377925,0.16843029975891113,3.986063523217442e-05,0.22,0.4,0.6
113,0.012122479733079672,0.1349822,0.11199485,1.714839,1.3160961,5.9390830743019745,0.16837615966796876,3.9092837930172925e-05,0.26,0.48,0.64
114,0.017279488500207663,0.14086637,0.11930375,1.7643306,1.3651178,5.930333277257994,0.168624587059021,3.832773180720476e-05,0.3,0.44,0.56
115,0.014829186722636223,0.1703919,0.1396901,2.01156,1.6447539,5.93132923615758,0.1685962724685669,3.7565505641757296e-05,0.2,0.4,0.54
116,0.014289482962340117,0.14618745,0.12533644,1.8087535,1.412848,5.937083255881292,0.16843287467956544,3.680634750173139e-05,0.3,0.42,0.54
117,0.010941862128674984,0.15565056,0.13179697,1.8929802,1.502685,5.931891266951371,0.1685802984237671,3.6050444698038574e-05,0.24,0.42,0.58
118,0.014018480200320482,0.1731417,0.14126946,2.035364,1.6706326,5.929378557669686,0.1686517381668091,3.5297983738384844e-05,0.16,0.38,0.54
119,0.013189560733735561,0.13395205,0.11980599,1.7298896,1.3094759,5.929455004395593,0.16864956378936768,3.454915028125268e-05,0.24,0.46,0.62
120,0.016824454069137573,0.13321656,0.10986552,1.7224188,1.3073099,5.932098993644402,0.16857439517974854,3.380412909009256e-05,0.28,0.48,0.64
121,0.013181868474930525,0.14453225,0.12817344,1.806206,1.3954251,5.929193484285822,0.16865700244903564,3.306310398773547e-05,0.28,0.44,0.56
